name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Wintec Value 16 GB,,"3,1333","2,8",,Green,13.503,9
G.Skill Ripjaws Z 16 GB,,"3,1600","4,4",,Black / Blue,8.75,7
G.Skill Ares 8 GB,35.17,"3,1600","2,4",4.396,Black / Orange,11.25,9
ADATA Premier 16 GB,,"3,1333","2,8",,Green,13.503,9
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"3,2133","4,4",,Black / Blue,10.314,11
Kingston KHX16C9K4/32X 32 GB,,"3,1600","4,8",,Blue / Silver,11.25,9
Patriot Signature 16 GB,,"3,1600","2,8",,Black,13.75,11
G.Skill Ripjaws X 8 GB,107,"3,2400","2,4",13.375,,9.167,11
Corsair CORSAIR Vengeance 8GB 8 GB,,"3,1866","1,8",,Black / Silver,10.718,10
Patriot Patriot Viper 3 4GB 4 GB,,"3,1600","1,4",,,12.5,10
G.Skill Aegis 16 GB,69,"3,1333","2,8",4.312,,13.503,9
Transcend JM1333KLH-4G 4 GB,,"3,1333","1,4",,,13.503,9
Wintec Value 8 GB,,"3,1333","2,4",,,16.504,11
Kingston KVR16N11S6/2 2 GB,96.26,"3,1600","1,2",48.13,Black / Green,13.75,11
Kingston HyperX Fury 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
Kingston HyperX Fury 4 GB,,"3,1600","1,4",,Red / Silver,12.5,10
Kingston HyperX Fury 16 GB,,"3,1600","2,8",,White / Silver,12.5,10
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,White / Silver,10.718,10
Crucial Ballistix Tactical 32 GB,,"3,1600","4,8",,Black / Yellow,10,8
Mushkin Blackline 16 GB,,"3,2133","4,4",,Black,9.376,10
Mushkin Proline 32 GB,,"3,1866","1,32",,Black,13.934,13
TEAMGROUP Xtreem 16 GB,,"3,2400","2,8",,White,8.333,10
Corsair Dominator Platinum 16 GB,,"3,3100","4,4",,Black / Silver,7.742,12
Corsair Vengeance LP 16 GB,,"3,1600","2,8",,Black / Yellow,11.25,9
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Black,11.79,11
G.Skill Ares 8 GB,39.29,"3,2400","2,4",4.911,Black / Blue,9.167,11
G.Skill Ripjaws Z 16 GB,73.22,"3,2133","4,4",4.576,,9.376,10
Klevv Genuine 8 GB,,"3,2800","2,4",,Black / Silver,8.571,12
VisionTek 900848 16 GB,155.04,"3,1600","1,16",9.69,Green / Black,13.75,11
G.Skill Ripjaws X 16 GB,122.02,"3,1866","4,4",7.626,Black / Red,9.646,9
Crucial CT32G3ELSDQ4186D 32 GB,58.99,"3,1866","1,32",1.843,Blue / Silver,11.79,11
Kingston KVR16E11S8/4 4 GB,28.91,"3,1600","1,4",7.228,Green,13.75,11
Crucial CT25664BA1067 2 GB,19.98,"3,1066","1,2",9.99,Green,13.133,7
Kingston ValueRAM 2 GB,,"3,1333","1,2",,Green,13.503,9
G.Skill Ripjaws 24 GB,,"3,1600","6,4",,Black / Red,11.25,9
ADATA AD3U1333B2G9-DRH 4 GB,,"3,1333","2,2",,Blue / Silver,13.503,9
"Patriot Viper Xtreme Series, Division 2 4 GB",52.32,"3,1600","2,2",13.08,Black / Silver,10,8
Kingston ValueRAM 4 GB,,"3,1333","2,2",,Green,13.503,9
Kingston KVR1333D3N9K3/12G 12 GB,89.99,"3,1333","3,4",7.499,Green,13.503,9
Kingston KVR1066D3N7/4G 4 GB,,"3,1066","1,4",,Green,13.133,7
Patriot Signature 4 GB,88.4,"3,1333","1,4",22.1,Green,13.503,9
G.Skill Ripjaws X + Turbulence II 4 GB,,"3,2200","2,2",,Black / Blue,6.364,7
Corsair XMS3 4 GB,,"3,1600","2,2",,Black / Blue,11.25,9
Crucial Ballistix Sport 3 GB,,"3,1600","3,1",,Black / Silver,12.5,10
Corsair Vengeance 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
GeIL EVO CORSA 8 GB,,"3,1866","2,4",,Black / Yellow,9.646,9
G.Skill Ripjaws Z 32 GB,196.01,"3,2133","8,4",6.125,Black / Blue,8.439,9
G.Skill Ripjaws X 8 GB,,"3,1333","4,2",,Black / Blue,10.503,7
Mushkin Essentials 4 GB,26.54,"3,1600","2,2",6.635,Green,13.75,11
Kingston KHX1600C9D3LK2/8GX 8 GB,49.99,"3,1600","2,4",6.249,Green / Silver,11.25,9
G.Skill Ripjaws X 8 GB,27.38,"3,1600","1,8",3.422,Black / Blue,11.25,9
Patriot Gamer 2 8 GB,,"3,1600","1,8",,Black / Blue,11.25,9
Kingston KVR1333D3N9HK4/16G 16 GB,,"3,1333","4,4",,Green,13.503,9
"Patriot Viper Xtreme Series, Division 4 16 GB",220,"3,2133","4,4",13.75,Black / Silver,10.314,11
Corsair Dominator Platinum 16 GB,,"3,1866","4,4",,,9.646,9
G.Skill Sniper Gaming 32 GB,,"3,1600","4,8",,Black / Red,11.25,9
"Patriot Intel Extreme Master, Limited Ed 8 GB",,"3,2133","2,4",,Black / Blue,10.314,11
Patriot Viper 3 16 GB,,"3,2133","4,4",,Black / Silver,10.314,11
Corsair XMS3 8 GB,,"3,1600","2,4",,Black / White,11.25,9
Crucial Ballistix Sport 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
G.Skill NS 4 GB,19.39,"3,1333","1,4",4.848,Black,13.503,9
Kingston HyperX Beast 16 GB,,"3,2133","2,8",,Black,10.314,11
Corsair Dominator Platinum 16 GB,,"3,2133","2,8",,Black / Silver,8.439,9
Crucial CT2KIT102464BA160B 16 GB,,"3,1600","2,8",,Green,13.75,11
Corsair Vengeance Pro 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
G.Skill Ripjaws X 8 GB,,"3,2133","2,4",,Black / Red,8.439,9
Patriot PV316G240C0K 16 GB,,"3,2400","2,8",,Black / Silver,8.333,10
Avexir AVEXIR Core Series 8GB Kit 8 GB,,"3,3100","2,4",,Black / Blue,7.742,12
ADATA XPG V1.0 16 GB,,"3,1600","2,8",,Blue / Silver,13.75,11
Corsair Vengeance Pro 8 GB,,"3,2400","2,4",,Black / Red,9.167,11
G.Skill AEGIS 4GB 4 GB,20.42,"3,1600","1,4",5.105,,13.75,11
Crucial CT2K2G3S1067M 4 GB,35.99,"3,1066","2,2",8.998,Black / Green,13.133,7
G.Skill Ripjaws 8 GB,,"3,2133","1,8",,Black / Red,10.314,11
Apotop U3A8Gx2-21C9GC 16 GB,,"3,2133","2,8",,Black / Gold,8.439,9
Klevv Genuine 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
Kingston KVR1333D3N9K4/32G 32 GB,147.1,"3,1333","4,8",4.597,Green,13.503,9
EVGA Superclocked 16 GB,,"3,1866","2,8",,Black,9.646,9
Crucial Ballistix Sport 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
ADATA XPG V3 16 GB,,"3,2133","2,8",,Black / Red,9.376,10
Crucial CT2K102464BF186D 16 GB,28.68,"3,1866","2,8",1.792,Black / Green,13.934,13
Mushkin Essentials 16 GB,,"3,1600","2,8",,Black / Green,11.25,9
Kingston KCP313NS8/4 4 GB,29.67,"3,1333","1,4",7.418,Black / Green,13.503,9
Samsung M393B1G70BH0-CK0 8 GB,25.99,"3,1600","1,8",3.249,Green,13.75,11
Samsung M393B2G70DB0-CMA 16 GB,33.79,"3,1866","1,16",2.112,Black / Green,13.934,13
Corsair Vengeance 16 GB,88.99,"3,1600","2,8",5.562,Black / Silver,11.25,9
Crucial CT2KIT102464BF160B 16 GB,25,"3,1600","2,8",1.562,Green,13.75,11
G.Skill Ripjaws 4 GB,17.16,"3,1333","1,4",4.29,Black / Red,13.503,9
Patriot Viper Xtreme Division 4 8 GB,150,"3,1866","4,2",18.75,Black / Silver,9.646,9
Corsair Vengeance 8 GB,89.26,"3,2133","2,4",11.158,Black / Red,8.439,9
AMD RG2133 Gamer 16 GB,206.58,"3,2133","4,4",12.911,,9.376,10
Corsair Dominator 12 GB,,"3,1600","6,2",,Black / Blue,10,8
Corsair XMS3 DHX 4 GB,,"3,1333","2,2",,Black / White,13.503,9
Kingston HyperX 4 GB,,"3,1600","2,2",,Blue / White,10,8
Corsair XMS3 8 GB,,"3,1333","4,2",,Black / Blue,13.503,9
Corsair XMS3 8 GB,,"3,2000","2,4",,Black / Blue,9,9
Corsair XMS3 6 GB,,"3,1333","3,2",,Black / Blue,13.503,9
Corsair Dominator GT 8 GB,,"3,1866","4,2",,Black / Red,9.646,9
Corsair CMV4GX3M2A1333C9 4 GB,,"3,1333","2,2",,Black / Silver,13.503,9
Corsair Vengeance 8 GB,,"3,1600","2,4",,Black / Silver,11.25,9
G.Skill Ripjaws 4 GB,20.1,"3,1600","1,4",5.025,Black / Red,11.25,9
ADATA XPG Gaming 4 GB,,"3,2000","2,2",,Black / Silver,9,9
Patriot Viper Xtreme 8 GB,95.29,"3,2000","2,4",11.911,Black / Silver,9,9
Patriot Viper II Sector 5 Edition 4 GB,,"3,2500","2,2",,Black / Red,7.2,9
Kingston KVR1333D3K3/6GR 6 GB,,"3,1333","3,2",,Green,13.503,9
Kingston HyperX Grey 8 GB,,"3,1600","2,4",,Gray / Silver,11.25,9
G.Skill Ripjaws X 8 GB,,"3,2133","2,4",,Black / Red,10.314,11
Corsair Vengeance 8 GB,,"3,1600","2,4",,Black / Blue,11.25,9
Crucial CT3KIT102464BA1339 24 GB,,"3,1333","3,8",,Green,13.503,9
Crucial CT102464BA1339 8 GB,,"3,1333","1,8",,Green,13.503,9
Wintec Value 8 GB,,"3,1333","1,8",,Green,13.503,9
G.Skill Ripjaws X 32 GB,,"3,1333","4,8",,Black / Red,13.503,9
G.Skill Ripjaws Z 16 GB,,"3,2133","4,4",,Black / Blue,8.439,9
G.Skill Ripjaws Z 64 GB,,"3,1600","8,8",,Black / Red,12.5,10
Corsair Vengeance 16 GB,,"3,1866","4,4",,Black / Red,9.646,9
Mushkin Essentials 16 GB,,"3,1333","2,8",,Green,13.503,9
Corsair Dominator GT 8 GB,,"3,2133","2,4",,Black / Red,8.439,9
Corsair Vengeance LP 4 GB,,"3,1600","1,4",,Black / Yellow,8.75,7
G.Skill Ripjaws X 32 GB,,"3,1866","4,8",,Black / Red,10.718,10
Corsair Vengeance 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
Corsair XMS 16 GB,,"3,1333","2,8",,Black / Silver,13.503,9
G.Skill Value 8 GB,20.38,"3,1333","1,8",2.547,Black,13.503,9
Corsair Dominator Platinum 16 GB,,"3,1866","2,8",,Black / Silver,9.646,9
Kingston KVR16S11S8/4 4 GB,18.97,"3,1600","1,4",4.742,,13.75,11
GeIL EVO VELOCE 16 GB,,"3,2400","2,8",,White,9.167,11
Corsair CMV8GX3M2A1600C11 8 GB,52.98,"3,1600","2,4",6.622,Green,13.75,11
Corsair Vengeance LP 8 GB,,"3,1866","2,4",,Black / Blue,9.646,9
Crucial Ballistix Tactical 8 GB,,"3,1600","1,8",,Black / Yellow,10,8
G.Skill Trident X 32 GB,,"3,1600","4,8",,Black / Red,8.75,7
Corsair Dominator Platinum 32 GB,,"3,1866","4,8",,Black / Silver,9.646,9
Kingston Black 4 GB,,"3,1600","1,4",,Black / Silver,11.25,9
Crucial Ballistix Tactical Tracer 16 GB,,"3,1600","2,8",,,10,8
Kingston KVR13N9S8K2/8 8 GB,49.99,"3,1333","2,4",6.249,Green,13.503,9
Corsair Vengeance Pro 16 GB,,"3,2133","2,8",,Black / Red,10.314,11
G.Skill Ripjaws X 32 GB,252,"3,2400","4,8",7.875,,9.167,11
PNY XLR8 16 GB,,"3,1600","2,8",,,11.25,9
Crucial Ballistix Sport XT 16 GB,,"3,1866","2,8",,,10.718,10
Corsair Vengeance Pro 16 GB,,"3,2133","2,8",,Black / Silver,10.314,11
Crucial Ballistix Sport XT 8 GB,,"3,1866","2,4",,,10.718,10
TEAMGROUP Dark 8 GB,,"3,1600","2,4",,,11.25,9
TEAMGROUP Elite 8 GB,,"3,1333","2,4",,,13.503,9
ADATA XPG V1.0 4 GB,,"3,1600","1,4",,,11.25,9
G.Skill Aegis 4 GB,27.99,"3,1333","1,4",6.997,,13.503,9
G.Skill Aegis 16 GB,,"3,1600","2,8",,,13.75,11
G.Skill Aegis 8 GB,25.18,"3,1600","2,4",3.147,,13.75,11
Corsair Mac Memory 4 GB,15.87,"3,1333","1,4",3.967,Black / Green,13.503,9
G.Skill FA-1333C9Q-32GSQ 32 GB,80.91,"3,1333","4,8",2.528,Black / Green,13.503,9
HP B4U37AA 8 GB,,"3,1600","1,8",,Black / Blue,13.75,11
Corsair Vengeance Pro 16 GB,,"3,2800","2,8",,Black / Red,8.571,12
Corsair Vengeance Pro 16 GB,,"3,2800","4,4",,Black / Red,8.571,12
Corsair Vengeance Pro 16 GB,,"3,3000","4,4",,Black / Red,8,12
AMD R9 2400 16 GB,,"3,2400","2,8",,Black / Silver,9.167,11
Crucial BLE4KIT4G3D1608DE1TX0 16 GB,,"3,1600","4,4",,Black,10,8
Corsair Vengeance Pro 16 GB,,"3,2133","4,4",,Black / Red,8.439,9
Kingston HyperX Fury 8 GB,,"3,1333","2,4",,Red / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"3,1333","2,4",,White / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Red / Silver,10.718,10
Corsair XMS3 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
Kingston HyperX Savage 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
Kingston HyperX Savage 8 GB,,"3,2400","1,8",,Black / Red,9.167,11
Kingston HyperX Beast 8 GB,,"3,2400","2,4",,Black,9.167,11
TEAMGROUP Elite Plus 2 GB,,"3,1333","1,2",,Black / Gold,13.503,9
G.Skill Trident X 8 GB,,"3,3100","2,4",,Black / Red,7.742,12
Mushkin Blackline 32 GB,,"3,2400","4,8",,Yellow,9.167,11
TEAMGROUP Elite Plus 8 GB,,"3,1333","2,4",,Black / Gold,13.503,9
Wintec 3RSL160011R9H-32GQ 32 GB,,"3,1600","4,8",,Black / Silver,13.75,11
Corsair Vengeance Pro 16 GB,,"3,2400","2,8",,Black / Red,9.167,11
Crucial CT2K16G3ERSDD4186D 32 GB,,"3,1866","2,16",,Green,13.934,13
Crucial CT25672BD160B 2 GB,,"3,1600","1,2",,Green,13.75,11
Avexir Blitz1.1 16 GB,,"3,2133","2,8",,Black / Yellow,8.439,9
EVGA Superclocked 16 GB,,"3,1600","2,8",,Black,11.25,9
PNY Anarchy X 16 GB,128.91,"3,2666","2,8",,Black / Red,9.002,12
Corsair Vengeance LP 8 GB,,"3,1600","2,4",,Black / Yellow,13.75,11
Avexir Blitz1.1 16 GB,,"3,2000","2,8",,Red / Silver,9,9
Crucial CT102472BD160B 8 GB,42.13,"3,1600","1,8",5.266,Black / Green,13.75,11
Compustocx CSXA-LO-1333-4G-KIT 4 GB,,"3,1333","1,4",,Green / Black,13.503,9
Neo Forza Encke 16 GB,,"3,1600","2,8",,Gold / Black,13.75,11
Corsair Vengeance 4 GB,,"3,1600","1,4",,Black / Gold,11.25,9
Crucial CT2KIT51264BF160BJ 8 GB,53.99,"3,1600","2,4",6.749,Black / Green,13.75,11
G.Skill Ares 16 GB,,"3,1866","2,8",,Black / Blue,10.718,10
Corsair Vengeance 16 GB,,"3,1600","2,8",,Black / Red,11.25,9
Corsair Dominator Platinum 8 GB,152.04,"3,2666","2,4",19.005,Black / Silver,8.252,11
Crucial Ballistix Sport 32 GB,164.99,"3,1600","4,8",5.156,Black / Silver,11.25,9
G.Skill Ripjaws 4 GB,,"3,1600","1,4",,Black / Red,11.25,9
Crucial CT51264BF160B 4 GB,10.99,"3,1600","1,4",2.748,Black / Green,13.75,11
Mushkin Essentials 32 GB,,"3,1600","2,16",,Black / Blue,13.75,11
Corsair Dominator 6 GB,,"3,1600","3,2",,Black / Blue,8.75,7
Corsair Dominator 6 GB,,"3,1600","3,2",,Black / Blue,8.75,7
Corsair XMS3 12 GB,,"3,1333","6,2",,Black / White,13.503,9
Crucial CT2KIT25664BA1339 4 GB,24.99,"3,1333","2,2",6.247,Green,13.503,9
Kingston ValueRAM 1 GB,,"3,1066","1,1",,Green,13.133,7
Kingston ValueRAM 2 GB,16.98,"3,1066","1,2",8.49,Green,13.133,7
ADATA Gaming 1 GB,,"3,1600","1,1",,Black,11.25,9
Corsair XMS3 4 GB,,"3,1600","2,2",,Black / Blue,8.75,7
Corsair XMS3 6 GB,,"3,1600","3,2",,Black / Blue,11.25,9
Corsair Dominator 8 GB,,"3,1600","2,4",,Black / Blue,11.25,9
Corsair Dominator GT 4 GB,,"3,2000","2,2",,Black / Red,8,8
ADATA Plus 4 GB,,"3,1600","2,2",,Red / Silver,10,8
Crucial Ballistix 1 GB,,"3,1600","1,1",,Orange,10,8
Kingston HyperX 1 GB,,"3,1333","1,1",,Blue / Silver,10.503,7
Kingston HyperX T1 4 GB,,"3,2000","2,2",,Blue,9,9
G.Skill Ripjaws X 4 GB,,"3,1333","2,2",,Black / Blue,12.003,8
G.Skill F3-8500CL7D-2GBNQ 2 GB,,"3,1066","2,1",,Red / Silver,13.133,7
G.Skill Ripjaws 8 GB,29.06,"3,1333","2,4",3.632,Black / Red,13.503,9
G.Skill Ripjaws X 4 GB,,"3,1866","2,2",,Black / Red,9.646,9
G.Skill Ripjaws X 4 GB,,"3,1600","2,2",,Black / Blue,8.75,7
Corsair Dominator GTX 2 GB,,"3,2400","1,2",,Black / Red,7.5,9
OCZ Gold 4 GB,,"3,1333","2,2",,Black / Gold,13.503,9
Mushkin Silverline 8 GB,,"3,1333","2,4",,Black / Gray,13.503,9
Kingston HyperX 24 GB,,"3,1600","6,4",,Blue / Silver,11.25,9
G.Skill Ripjaws X 4 GB,,"3,1600","2,2",,Black / Blue,10,8
Patriot Signature 8 GB,,"3,1600","2,4",,Green,13.75,11
G.Skill Ripjaws X 8 GB,,"3,1600","2,4",,Black / Blue,10,8
Kingston HyperX T1 4 GB,,"3,1866","2,2",,Blue,9.646,9
Crucial Ballistix Sport 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
Crucial Ballistix Sport 2 GB,,"3,1600","1,2",,Black / Silver,12.5,10
Kingston KHX1600C9D3P1K2/4G 4 GB,,"3,1600","2,2",,Gray / Silver,11.25,9
Crucial CT12864BC1067 1 GB,,"3,1066","1,1",,Green,13.133,7
Kingston HyperX 4 GB,,"3,1866","2,2",,Blue / Silver,9.646,9
Samsung MV-3V2G4D/US 4 GB,,"3,1333","2,2",,Black,13.503,9
Corsair XMS3 12 GB,,"3,1600","3,4",,Black / Silver,11.25,9
Kingston KHX1866C11D3P1K2/8G 8 GB,,"3,1866","2,4",,Gray / Silver,11.79,11
Corsair XMS3 16 GB,,"3,1600","4,4",,Black / White,11.25,9
Crucial CT51264BD1339 4 GB,26.11,"3,1333","1,4",6.527,Green,13.503,9
Samsung MV-3V2G3D/US 4 GB,,"3,1600","2,2",,Black,13.75,11
G.Skill Sniper 16 GB,,"3,1600","4,4",,Black / Red,11.25,9
Corsair Vengeance 32 GB,,"3,1866","4,8",,Black / Silver,9.646,9
Corsair Vengeance 32 GB,,"3,1866","4,8",,Black / Red,9.646,9
AMD Entertainment Edition 4 GB,,"3,1333","1,4",,Black / Red,13.503,9
Corsair Vengeance 8 GB,,"3,1600","4,2",,Black / Red,10,8
Patriot G2 8 GB,,"3,1600","4,2",,Black / Blue,11.25,9
G.Skill Sniper Gaming 16 GB,99.66,"3,2133","4,4",6.229,Black / Red,8.439,9
G.Skill Ripjaws Z 8 GB,,"3,1600","4,2",,Black / Red,11.25,9
Crucial Ballistix Sport 2 GB,,"3,1600","1,2",,Black / Silver,11.25,9
Corsair Vengeance 4 GB,25.99,"3,1600","1,4",6.497,Black / Yellow,11.25,9
Corsair XMS3 8 GB,,"3,1333","1,8",,Black / Blue,13.503,9
Crucial Ballistix Elite 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
Patriot G2 Series Division 4 16 GB,,"3,1333","4,4",,Black / Blue,13.503,9
Corsair CMV8GX3M1A1333C9 8 GB,46.98,"3,1333","1,8",5.872,Green,13.503,9
G.Skill Ripjaws Z 64 GB,,"3,2400","8,8",,Black / Blue,8.333,10
Crucial Ballistix 4 GB,,"3,1866","1,4",,Black / Yellow,9.646,9
Corsair XMS 32 GB,,"3,1600","4,8",,Black / Blue,11.25,9
Patriot Signature 8 GB,46.92,"3,1333","1,8",5.865,Blue / Silver,13.503,9
Kingston KHX2133C11D3T1K2/8GX 8 GB,,"3,2133","2,4",,,10.314,11
G.Skill Trident X 16 GB,,"3,2666","2,8",,Black / Red,8.252,11
Kingston Value 2 GB,,"3,1066","1,2",,Green,13.133,7
G.Skill Sniper Gaming 32 GB,,"3,1866","4,8",,Black / Red,10.718,10
Patriot Viper 3 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9
G.Skill Trident X 16 GB,,"3,2133","2,8",,Black / Red,8.439,9
Corsair Dominator Platinum 16 GB,,"3,2400","2,8",,Black / Silver,8.333,10
Patriot Viper 3 8 GB,72.04,"3,1866","2,4",9.005,,9.646,9
Patriot Viper 3 8 GB,,"3,1600","1,8",,Black / Silver,11.25,9
Corsair Dominator Platinum 16 GB,288.39,"3,2666","4,4",18.024,Black / Silver,8.252,11
Patriot Viper 3 8 GB,,"3,1600","2,4",,Black / Green,11.25,9
Patriot Viper 3 16 GB,,"3,1600","4,4",,Black / Green,11.25,9
Corsair Vengeance LP 32 GB,,"3,1600","4,8",,Black / Blue,11.25,9
Corsair Vengeance 16 GB,,"3,1600","2,8",,Black / Gold,11.25,9
Crucial Ballistix Tactical 32 GB,,"3,1600","4,8",,Black / Yellow,10,8
Kingston HyperX Beast 8 GB,,"3,2400","2,4",,Black,9.167,11
Kingston HyperX Beast 8 GB,,"3,2133","2,4",,Black,10.314,11
Crucial Ballistix Tactical 16 GB,,"3,1600","4,4",,Black / Yellow,10,8
Kingston HyperX Beast 8 GB,,"3,1600","2,4",,Black,11.25,9
Kingston HyperX 32 GB,,"3,1600","4,8",,Green / Silver,11.25,9
Corsair Vengeance LP 32 GB,,"3,1866","4,8",,Black / Yellow,10.718,10
Corsair Vengeance LP 16 GB,,"3,1866","2,8",,Black / Yellow,10.718,10
G.Skill Trident X 16 GB,,"3,1866","2,8",,Black / Red,8.574,8
G.Skill Sniper 16 GB,,"3,2133","2,8",,Black / Red,9.376,10
G.Skill Ripjaws X 8 GB,,"3,2133","2,4",,Black / Blue,9.376,10
Mushkin Stealth 32 GB,,"3,1600","4,8",,Black / Gold,11.25,9
Corsair Vengeance Pro 16 GB,,"3,2400","2,8",,Black / Red,8.333,10
Corsair Vengeance Pro 8 GB,,"3,1600","2,4",,Black / Red,11.25,9
G.Skill Trident X 32 GB,,"3,2666","4,8",,Black / Red,9.002,12
Corsair Vengeance Pro 16 GB,,"3,1600","2,8",,Black / Gold,11.25,9
AMD AG316G2130U2K 16 GB,,"3,2133","2,8",,Black / Red,9.376,10
Kingston KVR13N9S8HK2/8 8 GB,54.16,"3,1333","2,4",,Green,13.503,9
Crucial Ballistix Tactical 16 GB,,"3,1866","2,8",,Black / Yellow,9.646,9
TEAMGROUP Elite 2 GB,,"3,1333","1,2",,,13.503,9
TEAMGROUP Vulcan 16 GB,,"3,1600","2,8",,,11.25,9
Avexir MPower 16 GB,,"3,1600","2,8",,Black / Yellow,12.5,10
Avexir MSI Z77 MPOWER Optimized (Yellow LED) 32GB 32 GB,,"3,1600","4,8",,Black / Yellow,12.5,10
Corsair Vengeance Performance 8 GB,,"3,1866","2,4",,Black / Gold,10.718,10
Patriot Viper Xtreme 8 GB,,"3,1600","1,8",,Black / Silver,13.75,11
Corsair Vengeance Performance 8 GB,,"3,2133","2,4",,Black / Gold,8.439,9
G.Skill Ripjaws Z 16 GB,,"3,2933","4,4",,,8.183,12
Patriot Viper 3 8 GB,,"3,1600","1,8",,Black / Silver,12.5,10
Corsair Vengeance Pro 16 GB,,"3,2666","2,8",,Black / Red,9.002,12
G.Skill FA-10666CL9D-8GBSQ 8 GB,,"3,1333","2,4",,Black / Green,13.503,9
Patriot Viper 3 16 GB,,"3,2400","2,8",,Black / Silver,9.167,11
AMD Radeon R9 Gamer 8 GB,,"3,2133","2,4",,Black / Silver,9.376,10
Mushkin Essentials 32 GB,,"3,1866","4,8",,Black / Green,13.934,13
Patriot Signature 2 GB,,"3,1600","1,2",,Black / Green,13.75,11
Patriot Viper 3 Low Profile Blue 16 GB,,"3,1600","2,8",,Black / Blue,12.5,10
Patriot Viper 3 Low Profile Black 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9
Patriot Viper 3 Red 8 GB,,"3,1600","2,4",,Black / Red,12.5,10
Patriot Viper 3 Low Profile Blue 8 GB,,"3,2133","2,4",,Black / Blue,10.314,11
Samsung M393B1K70DH0-YH908 8 GB,,"3,1333","1,8",,Black / Green,13.503,9
Corsair Dominator Platinum 16 GB,,"3,1600","4,4",,Black / Silver,11.25,9
Kingston HyperX Fury 8 GB,,"3,1333","1,8",,Blue / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"3,1333","1,8",,Black / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"3,1333","2,4",,Blue / Silver,13.503,9
Kingston HyperX Fury 16 GB,,"3,1333","2,8",,Red / Silver,13.503,9
Crucial Ballistix Tactical 16 GB,,"3,1600","4,4",,Black / Yellow,10,8
AMD Radeon R5 Entertainment 8 GB,,"3,1600","2,4",,Black / Red,13.75,11
AMD Radeon R5 Entertainment 8 GB,,"3,1600","1,8",,Black / Red,13.75,11
Crucial CT51264BA1339J 4 GB,24.37,"3,1333","1,4",6.093,Black / Green,13.503,9
PNY MD32768K4D3-1866-X9 32 GB,,"3,1866","4,8",,Black / Silver,9.646,9
Kingston HyperX Savage 32 GB,,"3,1600","4,8",,Black / Red,11.25,9
Kingston HyperX Savage 32 GB,,"3,2400","4,8",,Black / Red,9.167,11
TEAMGROUP Dark 8 GB,,"3,1600","1,8",,Black / Green,11.25,9
TEAMGROUP Xtreem 16 GB,,"3,2400","2,8",,White,8.333,10
Crucial CT2K32G3ELSDQ4186D 64 GB,,"3,1866","2,32",,Blue / Silver,11.79,11
Crucial CT2K32G3ELSLQ4160B 64 GB,,"3,1600","2,32",,Blue / Silver,13.75,11
Silicon Power SP004GBLTU133N02 4 GB,,"3,1333","1,4",,Black / Green,13.503,9
Crucial CT8G3ERSLD4160B 8 GB,16.98,"3,1600","1,8",2.123,Green,13.75,11
Kingston KVR13R9D4K2/32 32 GB,,"3,1333","2,16",,Green,13.503,9
Kingston KVR16E11/8 8 GB,31.34,"3,1600","1,8",3.917,Green,13.75,11
Mushkin Essentials 16 GB,,"3,1600","2,8",,Black / Green,13.75,11
Avexir Core 16 GB,,"3,1600","2,8",,Black / Red,13.75,11
Crucial Ballistix Sport 8 GB,,"3,1866","2,4",,Blue / Silver,10.718,10
PNY Anarchy 16 GB,,"3,1866","2,8",,Black / Blue,10.718,10
Avexir Blitz1.1 8 GB,,"3,2000","2,4",,Red / Silver,9,9
Kingston HyperX Fury 16 GB,,"3,1600","2,8",,Black,12.5,10
Kingston HyperX Fury 8 GB,,"3,1866","1,8",,Black,11.79,11
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Black,11.79,11
Crucial CT2K51264BD160BJ 8 GB,33,"3,1600","2,4",4.125,Black / Green,13.75,11
Samsung M471B5273DH0-CH9 4 GB,25.98,"3,1333","1,4",6.495,Black / Green,13.503,9
Corsair Vengeance Pro 32 GB,,"3,1866","4,8",,Black / Red,11.79,11
G.Skill Ripjaws X 8 GB,,"3,1600","1,8",,Black / Red,11.25,9
Corsair ValueSelect 2 GB,,"3,1333","1,2",,Green / Silver,13.503,9
PNY NHS 4 GB,,"3,1600","1,4",,Black / Green,13.75,11
